SCLK,LMST,LTST,HORIZONTAL_WIND_SPEED,HORIZONTAL_WIND_SPEED_UNCERTAINTY,VERTICAL_WIND_SPEED,VERTICAL_WIND_SPEED_UNCERTAINTY,WIND_DIRECTION,WIND_DIRECTION_UNCERTAINTY,BOTH_BOOMS_USED_FOR_RETRIEVAL,ROVER_STILL
672638593.5,00064M16:59:35.375,0064 16:44:42,9.37,,,,76.23,,,1
672638594,00064M16:59:35.861,0064 16:44:42,8.48,,,,71.23,,,1
672638594.5,00064M16:59:36.348,0064 16:44:43,8.68,,,,76.23,,,1
672638595,00064M16:59:36.835,0064 16:44:43,8.97,,,,76.23,,,1
672638595.5,00064M16:59:37.321,0064 16:44:44,11.56,,,,76.23,,,1
672638596,00064M16:59:37.808,0064 16:44:44,11.02,,,,76.23,,,1
672638596.5,00064M16:59:38.295,0064 16:44:45,10.57,,,,71.23,,,1
672638597,00064M16:59:38.781,0064 16:44:45,10.08,,,,66.23,,,1
672638597.5,00064M16:59:39.268,0064 16:44:46,9.58,,,,76.23,,,1
672638598,00064M16:59:39.754,0064 16:44:46,9.52,,,,71.23,,,1
672638598.5,00064M16:59:40.241,0064 16:44:47,8.86,,,,66.23,,,1
672638599,00064M16:59:40.728,0064 16:44:47,9.60,,,,66.23,,,1
672638599.5,00064M16:59:41.214,0064 16:44:48,8.94,,,,71.23,,,1
672638600,00064M16:59:41.701,0064 16:44:48,8.87,,,,76.23,,,1
672638600.5,00064M16:59:42.188,0064 16:44:49,8.74,,,,66.23,,,1
672638601,00064M16:59:42.674,0064 16:44:49,9.78,,,,71.23,,,1
672638601.5,00064M16:59:43.161,0064 16:44:50,10.57,,,,76.23,,,1
672638602,00064M16:59:43.647,0064 16:44:50,10.63,,,,66.23,,,1
672638602.5,00064M16:59:44.134,0064 16:44:51,11.12,,,,71.23,,,1
672638603,00064M16:59:44.621,0064 16:44:51,10.49,,,,66.23,,,1
672638603.5,00064M16:59:45.107,0064 16:44:52,10.80,,,,71.23,,,1
672638604,00064M16:59:45.594,0064 16:44:52,11.51,,,,71.23,,,1
672638604.5,00064M16:59:46.081,0064 16:44:53,10.76,,,,71.23,,,1
672638605,00064M16:59:46.567,0064 16:44:53,10.26,,,,71.23,,,1
672638605.5,00064M16:59:47.054,0064 16:44:54,10.64,,,,71.23,,,1
672638606,00064M16:59:47.540,0064 16:44:54,10.25,,,,71.23,,,1
672638606.5,00064M16:59:48.027,0064 16:44:55,10.71,,,,66.23,,,1
672638607,00064M16:59:48.514,0064 16:44:55,10.15,,,,66.23,,,1
672638607.5,00064M16:59:49.000,0064 16:44:56,9.64,,,,66.23,,,1
672638608,00064M16:59:49.487,0064 16:44:56,9.05,,,,66.23,,,1
672638608.5,00064M16:59:49.974,0064 16:44:57,8.92,,,,66.23,,,1
672638609,00064M16:59:50.460,0064 16:44:57,8.64,,,,66.23,,,1
672638609.5,00064M16:59:50.947,0064 16:44:57,8.29,,,,71.23,,,1
672638610,00064M16:59:51.433,0064 16:44:58,8.00,,,,71.23,,,1
672638610.5,00064M16:59:51.920,0064 16:44:58,8.22,,,,71.23,,,1
672638611,00064M16:59:52.407,0064 16:44:59,7.57,,,,71.23,,,1
672638611.5,00064M16:59:52.893,0064 16:44:59,6.64,,,,71.23,,,1
672638612,00064M16:59:53.380,0064 16:45:00,6.72,,,,71.23,,,1
672638612.5,00064M16:59:53.867,0064 16:45:00,7.60,,,,71.23,,,1
672638613,00064M16:59:54.353,0064 16:45:01,6.43,,,,66.23,,,1
672638613.5,00064M16:59:54.840,0064 16:45:01,8.43,,,,71.23,,,1
672638614,00064M16:59:55.326,0064 16:45:02,9.23,,,,66.23,,,1
672638614.5,00064M16:59:55.813,0064 16:45:02,7.98,,,,66.23,,,1
672638615,00064M16:59:56.300,0064 16:45:03,8.70,,,,76.23,,,1
672638615.5,00064M16:59:56.786,0064 16:45:03,8.55,,,,71.23,,,1
672638616,00064M16:59:57.273,0064 16:45:04,8.32,,,,76.23,,,1
672638616.5,00064M16:59:57.760,0064 16:45:04,9.65,,,,71.23,,,1
672638617,00064M16:59:58.246,0064 16:45:05,7.30,,,,76.23,,,1
672638617.5,00064M16:59:58.733,0064 16:45:05,6.14,,,,71.23,,,1
672638618,00064M16:59:59.219,0064 16:45:06,8.31,,,,71.23,,,1
672638618.5,00064M16:59:59.706,0064 16:45:06,9.91,,,,71.23,,,1
672638619,00064M17:00:00.193,0064 16:45:07,9.62,,,,71.23,,,1
672638619.5,00064M17:00:00.679,0064 16:45:07,10.72,,,,71.23,,,1
672638620,00064M17:00:01.166,0064 16:45:08,10.44,,,,71.23,,,1
672638620.5,00064M17:00:01.653,0064 16:45:08,9.38,,,,76.23,,,1
672638621,00064M17:00:02.139,0064 16:45:09,9.24,,,,76.23,,,1
672638621.5,00064M17:00:02.626,0064 16:45:09,8.74,,,,66.23,,,1
672638622,00064M17:00:03.112,0064 16:45:10,8.26,,,,66.23,,,1
672638622.5,00064M17:00:03.599,0064 16:45:10,6.80,,,,71.23,,,1
672638623,00064M17:00:04.086,0064 16:45:11,7.34,,,,71.23,,,1
672638623.5,00064M17:00:04.572,0064 16:45:11,8.93,,,,71.23,,,1
672638624,00064M17:00:05.059,0064 16:45:12,10.61,,,,71.23,,,1
672638624.5,00064M17:00:05.546,0064 16:45:12,10.23,,,,66.23,,,1
672638625,00064M17:00:06.032,0064 16:45:13,9.64,,,,66.23,,,1
672638625.5,00064M17:00:06.519,0064 16:45:13,9.86,,,,71.23,,,1
672638626,00064M17:00:07.005,0064 16:45:14,10.11,,,,76.23,,,1
672638626.5,00064M17:00:07.492,0064 16:45:14,9.11,,,,76.23,,,1
672638627,00064M17:00:07.979,0064 16:45:15,9.86,,,,71.23,,,1
672638627.5,00064M17:00:08.465,0064 16:45:15,10.09,,,,71.23,,,1
672638628,00064M17:00:08.952,0064 16:45:16,9.44,,,,71.23,,,1
672638628.5,00064M17:00:09.439,0064 16:45:16,8.70,,,,76.23,,,1
672638629,00064M17:00:09.925,0064 16:45:16,8.77,,,,71.23,,,1
672638629.5,00064M17:00:10.412,0064 16:45:17,9.84,,,,71.23,,,1
672638630,00064M17:00:10.899,0064 16:45:17,9.89,,,,76.23,,,1
672638630.5,00064M17:00:11.385,0064 16:45:18,9.07,,,,76.23,,,1
672638631,00064M17:00:11.872,0064 16:45:18,9.75,,,,76.23,,,1
672638631.5,00064M17:00:12.358,0064 16:45:19,8.65,,,,76.23,,,1
672638632,00064M17:00:12.845,0064 16:45:19,8.37,,,,76.23,,,1
672638632.5,00064M17:00:13.332,0064 16:45:20,10.41,,,,76.23,,,1
672638633,00064M17:00:13.818,0064 16:45:20,9.53,,,,76.23,,,1
672638633.5,00064M17:00:14.305,0064 16:45:21,9.07,,,,71.23,,,1
672638634,00064M17:00:14.792,0064 16:45:21,8.87,,,,76.23,,,1
672638634.5,00064M17:00:15.278,0064 16:45:22,9.45,,,,76.23,,,1
672638635,00064M17:00:15.765,0064 16:45:22,10.21,,,,76.23,,,1
672638635.5,00064M17:00:16.251,0064 16:45:23,10.00,,,,76.23,,,1
672638636,00064M17:00:16.738,0064 16:45:23,8.98,,,,76.23,,,1
672638636.5,00064M17:00:17.225,0064 16:45:24,9.49,,,,76.23,,,1
672638637,00064M17:00:17.711,0064 16:45:24,10.59,,,,76.23,,,1
672638637.5,00064M17:00:18.198,0064 16:45:25,9.21,,,,71.23,,,1
672638638,00064M17:00:18.685,0064 16:45:25,11.15,,,,71.23,,,1
672638638.5,00064M17:00:19.171,0064 16:45:26,12.15,,,,76.23,,,1
672638639,00064M17:00:19.658,0064 16:45:26,11.47,,,,76.23,,,1
672638639.5,00064M17:00:20.144,0064 16:45:27,11.11,,,,76.23,,,1
672638640,00064M17:00:20.631,0064 16:45:27,9.90,,,,66.23,,,1
672638640.5,00064M17:00:21.118,0064 16:45:28,9.78,,,,71.23,,,1
672638641,00064M17:00:21.604,0064 16:45:28,11.39,,,,76.23,,,1
672638641.5,00064M17:00:22.091,0064 16:45:29,9.19,,,,76.23,,,1
672638642,00064M17:00:22.578,0064 16:45:29,9.15,,,,76.23,,,1
672638642.5,00064M17:00:23.064,0064 16:45:30,10.49,,,,66.23,,,1
672638643,00064M17:00:23.551,0064 16:45:30,10.69,,,,71.23,,,1
672638643.5,00064M17:00:24.037,0064 16:45:31,9.20,,,,71.23,,,1
672638644,00064M17:00:24.524,0064 16:45:31,11.48,,,,76.23,,,1
672638644.5,00064M17:00:25.011,0064 16:45:32,10.29,,,,76.23,,,1
672638645,00064M17:00:25.497,0064 16:45:32,9.57,,,,76.23,,,1
672638645.5,00064M17:00:25.984,0064 16:45:33,7.52,,,,71.23,,,1
672638646,00064M17:00:26.471,0064 16:45:33,10.71,,,,76.23,,,1
672638646.5,00064M17:00:26.957,0064 16:45:34,10.72,,,,76.23,,,1
672638647,00064M17:00:27.444,0064 16:45:34,12.33,,,,76.23,,,1
672638647.5,00064M17:00:27.930,0064 16:45:34,11.50,,,,76.23,,,1
672638648,00064M17:00:28.417,0064 16:45:35,9.85,,,,76.23,,,1
672638648.5,00064M17:00:28.904,0064 16:45:35,9.72,,,,76.23,,,1
672638649,00064M17:00:29.390,0064 16:45:36,11.84,,,,76.23,,,1
672638649.5,00064M17:00:29.877,0064 16:45:36,10.84,,,,76.23,,,1
672638650,00064M17:00:30.364,0064 16:45:37,10.69,,,,76.23,,,1
672638650.5,00064M17:00:30.850,0064 16:45:37,10.22,,,,76.23,,,1
672638651,00064M17:00:31.337,0064 16:45:38,9.92,,,,76.23,,,1
672638651.5,00064M17:00:31.823,0064 16:45:38,10.66,,,,76.23,,,1
672638652,00064M17:00:32.310,0064 16:45:39,10.66,,,,76.23,,,1
672638652.5,00064M17:00:32.797,0064 16:45:39,10.59,,,,76.23,,,1
672638653,00064M17:00:33.283,0064 16:45:40,10.38,,,,76.23,,,1
672638653.5,00064M17:00:33.770,0064 16:45:40,9.74,,,,76.23,,,1
672638654,00064M17:00:34.257,0064 16:45:41,9.24,,,,76.23,,,1
672638654.5,00064M17:00:34.743,0064 16:45:41,9.44,,,,76.23,,,1
672638655,00064M17:00:35.230,0064 16:45:42,9.61,,,,76.23,,,1
672638655.5,00064M17:00:35.716,0064 16:45:42,9.94,,,,76.23,,,1
672638656,00064M17:00:36.203,0064 16:45:43,10.70,,,,76.23,,,1
672638656.5,00064M17:00:36.690,0064 16:45:43,8.71,,,,76.23,,,1
672638657,00064M17:00:37.176,0064 16:45:44,9.38,,,,76.23,,,1
672638657.5,00064M17:00:37.663,0064 16:45:44,8.95,,,,76.23,,,1
672638658,00064M17:00:38.150,0064 16:45:45,8.59,,,,76.23,,,1
672638658.5,00064M17:00:38.636,0064 16:45:45,8.81,,,,76.23,,,1
672638659,00064M17:00:39.123,0064 16:45:46,10.66,,,,76.23,,,1
672638659.5,00064M17:00:39.609,0064 16:45:46,11.44,,,,71.23,,,1
672638660,00064M17:00:40.096,0064 16:45:47,12.48,,,,76.23,,,1
672638660.5,00064M17:00:40.583,0064 16:45:47,11.12,,,,71.23,,,1
672638661,00064M17:00:41.069,0064 16:45:48,10.52,,,,71.23,,,1
672638661.5,00064M17:00:41.556,0064 16:45:48,10.37,,,,76.23,,,1
672638662,00064M17:00:42.043,0064 16:45:49,10.93,,,,76.23,,,1
672638662.5,00064M17:00:42.529,0064 16:45:49,10.94,,,,71.23,,,1
672638663,00064M17:00:43.016,0064 16:45:50,11.10,,,,66.23,,,1
672638663.5,00064M17:00:43.502,0064 16:45:50,11.53,,,,71.23,,,1
672638664,00064M17:00:43.989,0064 16:45:51,10.32,,,,71.23,,,1
672638664.5,00064M17:00:44.476,0064 16:45:51,9.39,,,,76.23,,,1
672638665,00064M17:00:44.962,0064 16:45:52,11.10,,,,71.23,,,1
672638665.5,00064M17:00:45.449,0064 16:45:52,10.95,,,,76.23,,,1
672638666,00064M17:00:45.936,0064 16:45:52,10.60,,,,76.23,,,1
672638666.5,00064M17:00:46.422,0064 16:45:53,9.95,,,,66.23,,,1
672638667,00064M17:00:46.909,0064 16:45:53,9.89,,,,66.23,,,1
672638667.5,00064M17:00:47.395,0064 16:45:54,9.32,,,,71.23,,,1
672638668,00064M17:00:47.882,0064 16:45:54,10.20,,,,71.23,,,1
672638668.5,00064M17:00:48.369,0064 16:45:55,11.33,,,,71.23,,,1
672638669,00064M17:00:48.855,0064 16:45:55,11.74,,,,76.23,,,1
672638669.5,00064M17:00:49.342,0064 16:45:56,11.41,,,,71.23,,,1
672638670,00064M17:00:49.829,0064 16:45:56,11.54,,,,71.23,,,1
672638670.5,00064M17:00:50.315,0064 16:45:57,11.79,,,,76.23,,,1
672638671,00064M17:00:50.802,0064 16:45:57,10.70,,,,76.23,,,1
672638671.5,00064M17:00:51.288,0064 16:45:58,9.80,,,,76.23,,,1
672638672,00064M17:00:51.775,0064 16:45:58,9.25,,,,71.23,,,1
672638672.5,00064M17:00:52.262,0064 16:45:59,10.72,,,,66.23,,,1
672638673,00064M17:00:52.748,0064 16:45:59,10.35,,,,66.23,,,1
672638673.5,00064M17:00:53.235,0064 16:46:00,10.39,,,,71.23,,,1
672638674,00064M17:00:53.722,0064 16:46:00,11.37,,,,71.23,,,1
672638674.5,00064M17:00:54.208,0064 16:46:01,10.42,,,,76.23,,,1
672638675,00064M17:00:54.695,0064 16:46:01,11.55,,,,71.23,,,1
672638675.5,00064M17:00:55.181,0064 16:46:02,11.02,,,,71.23,,,1
672638676,00064M17:00:55.668,0064 16:46:02,10.80,,,,71.23,,,1
672638676.5,00064M17:00:56.155,0064 16:46:03,10.15,,,,71.23,,,1
672638677,00064M17:00:56.641,0064 16:46:03,10.81,,,,71.23,,,1
672638677.5,00064M17:00:57.128,0064 16:46:04,11.61,,,,76.23,,,1
672638678,00064M17:00:57.615,0064 16:46:04,11.60,,,,76.23,,,1
672638678.5,00064M17:00:58.101,0064 16:46:05,11.11,,,,76.23,,,1
672638679,00064M17:00:58.588,0064 16:46:05,10.97,,,,76.23,,,1
672638679.5,00064M17:00:59.074,0064 16:46:06,10.07,,,,76.23,,,1
672638680,00064M17:00:59.561,0064 16:46:06,9.08,,,,76.23,,,1
672638680.5,00064M17:01:00.048,0064 16:46:07,10.26,,,,76.23,,,1
672638681,00064M17:01:00.534,0064 16:46:07,9.82,,,,76.23,,,1
672638681.5,00064M17:01:01.021,0064 16:46:08,10.34,,,,76.23,,,1
672638682,00064M17:01:01.508,0064 16:46:08,9.77,,,,76.23,,,1
672638682.5,00064M17:01:01.994,0064 16:46:09,10.28,,,,76.23,,,1
672638683,00064M17:01:02.481,0064 16:46:09,9.62,,,,76.23,,,1
672638683.5,00064M17:01:02.967,0064 16:46:10,8.52,,,,76.23,,,1
672638684,00064M17:01:03.454,0064 16:46:10,8.44,,,,76.23,,,1
672638684.5,00064M17:01:03.941,0064 16:46:11,7.80,,,,71.23,,,1
672638685,00064M17:01:04.427,0064 16:46:11,7.09,,,,71.23,,,1
672638685.5,00064M17:01:04.914,0064 16:46:11,6.95,,,,76.23,,,1
672638686,00064M17:01:05.401,0064 16:46:12,8.43,,,,76.23,,,1
672638686.5,00064M17:01:05.887,0064 16:46:12,7.55,,,,76.23,,,1
672638687,00064M17:01:06.374,0064 16:46:13,7.78,,,,76.23,,,1
672638687.5,00064M17:01:06.860,0064 16:46:13,8.21,,,,71.23,,,1
672638688,00064M17:01:07.347,0064 16:46:14,8.73,,,,71.23,,,1
672638688.5,00064M17:01:07.834,0064 16:46:14,8.27,,,,76.23,,,1
672638689,00064M17:01:08.320,0064 16:46:15,7.40,,,,76.23,,,1
672638689.5,00064M17:01:08.807,0064 16:46:15,6.83,,,,76.23,,,1
672638690,00064M17:01:09.294,0064 16:46:16,6.68,,,,76.23,,,1
672638690.5,00064M17:01:09.780,0064 16:46:16,8.15,,,,71.23,,,1
672638691,00064M17:01:10.267,0064 16:46:17,7.35,,,,76.23,,,1
672638691.5,00064M17:01:10.753,0064 16:46:17,7.80,,,,76.23,,,1
672638692,00064M17:01:11.240,0064 16:46:18,6.77,,,,71.23,,,1
672638692.5,00064M17:01:11.727,0064 16:46:18,6.99,,,,71.23,,,1
672638693,00064M17:01:12.213,0064 16:46:19,4.99,,,,81.23,,,1
672638693.5,00064M17:01:12.700,0064 16:46:19,6.17,,,,76.23,,,1
672638694,00064M17:01:13.187,0064 16:46:20,7.96,,,,71.23,,,1
672638694.5,00064M17:01:13.673,0064 16:46:20,10.39,,,,76.23,,,1
672638695,00064M17:01:14.160,0064 16:46:21,9.31,,,,71.23,,,1
672638695.5,00064M17:01:14.647,0064 16:46:21,10.00,,,,76.23,,,1
672638696,00064M17:01:15.133,0064 16:46:22,10.49,,,,76.23,,,1
672638696.5,00064M17:01:15.620,0064 16:46:22,11.22,,,,76.23,,,1
672638697,00064M17:01:16.106,0064 16:46:23,11.99,,,,76.23,,,1
672638697.5,00064M17:01:16.593,0064 16:46:23,12.69,,,,76.23,,,1
672638698,00064M17:01:17.080,0064 16:46:24,10.14,,,,76.23,,,1
672638698.5,00064M17:01:17.566,0064 16:46:24,9.71,,,,76.23,,,1
672638699,00064M17:01:18.053,0064 16:46:25,10.93,,,,71.23,,,1
672638699.5,00064M17:01:18.540,0064 16:46:25,10.45,,,,76.23,,,1
672638700,00064M17:01:19.026,0064 16:46:26,10.55,,,,76.23,,,1
672638700.5,00064M17:01:19.513,0064 16:46:26,10.84,,,,76.23,,,1
672638701,00064M17:01:19.999,0064 16:46:27,10.66,,,,76.23,,,1
672638701.5,00064M17:01:20.486,0064 16:46:27,10.91,,,,76.23,,,1
672638702,00064M17:01:20.973,0064 16:46:28,8.87,,,,71.23,,,1
672638702.5,00064M17:01:21.459,0064 16:46:28,8.94,,,,71.23,,,1
672638703,00064M17:01:21.946,0064 16:46:29,9.10,,,,76.23,,,1
672638703.5,00064M17:01:22.433,0064 16:46:29,9.19,,,,71.23,,,1
672638704,00064M17:01:22.919,0064 16:46:29,9.66,,,,76.23,,,1
672638704.5,00064M17:01:23.406,0064 16:46:30,9.44,,,,76.23,,,1
672638705,00064M17:01:23.892,0064 16:46:30,7.16,,,,71.23,,,1
672638705.5,00064M17:01:24.379,0064 16:46:31,7.23,,,,76.23,,,1
672638706,00064M17:01:24.866,0064 16:46:31,8.48,,,,76.23,,,1
672638706.5,00064M17:01:25.352,0064 16:46:32,9.14,,,,76.23,,,1
672638707,00064M17:01:25.839,0064 16:46:32,9.04,,,,76.23,,,1
672638707.5,00064M17:01:26.326,0064 16:46:33,7.72,,,,76.23,,,1
672638708,00064M17:01:26.812,0064 16:46:33,7.44,,,,71.23,,,1
672638708.5,00064M17:01:27.299,0064 16:46:34,7.88,,,,76.23,,,1
672638709,00064M17:01:27.785,0064 16:46:34,7.00,,,,71.23,,,1
672638709.5,00064M17:01:28.272,0064 16:46:35,5.39,,,,66.23,,,1
672638710,00064M17:01:28.759,0064 16:46:35,6.00,,,,76.23,,,1
672638710.5,00064M17:01:29.245,0064 16:46:36,5.54,,,,76.23,,,1
672638711,00064M17:01:29.732,0064 16:46:36,6.74,,,,76.23,,,1
672638711.5,00064M17:01:30.219,0064 16:46:37,8.62,,,,76.23,,,1
672638712,00064M17:01:30.705,0064 16:46:37,6.85,,,,76.23,,,1
672638712.5,00064M17:01:31.192,0064 16:46:38,7.99,,,,76.23,,,1
672638713,00064M17:01:31.678,0064 16:46:38,7.89,,,,71.23,,,1
672638713.5,00064M17:01:32.165,0064 16:46:39,8.89,,,,76.23,,,1
672638714,00064M17:01:32.652,0064 16:46:39,7.64,,,,76.23,,,1
672638714.5,00064M17:01:33.138,0064 16:46:40,7.64,,,,71.23,,,1
672638715,00064M17:01:33.625,0064 16:46:40,8.43,,,,76.23,,,1
672638715.5,00064M17:01:34.112,0064 16:46:41,7.63,,,,76.23,,,1
672638716,00064M17:01:34.598,0064 16:46:41,8.02,,,,76.23,,,1
672638716.5,00064M17:01:35.085,0064 16:46:42,10.45,,,,76.23,,,1
672638717,00064M17:01:35.571,0064 16:46:42,9.18,,,,76.23,,,1
672638717.5,00064M17:01:36.058,0064 16:46:43,8.60,,,,76.23,,,1
672638718,00064M17:01:36.545,0064 16:46:43,6.99,,,,76.23,,,1
672638718.5,00064M17:01:37.031,0064 16:46:44,6.55,,,,81.23,,,1
672638719,00064M17:01:37.518,0064 16:46:44,4.79,,,,76.23,,,1
672638719.5,00064M17:01:38.005,0064 16:46:45,6.44,,,,71.23,,,1
672638720,00064M17:01:38.491,0064 16:46:45,6.97,,,,76.23,,,1
672638720.5,00064M17:01:38.978,0064 16:46:46,10.21,,,,76.23,,,1
672638721,00064M17:01:39.464,0064 16:46:46,10.27,,,,76.23,,,1
672638721.5,00064M17:01:39.951,0064 16:46:47,10.91,,,,76.23,,,1
672638722,00064M17:01:40.438,0064 16:46:47,10.54,,,,76.23,,,1
672638722.5,00064M17:01:40.924,0064 16:46:47,9.76,,,,76.23,,,1
672638723,00064M17:01:41.411,0064 16:46:48,10.49,,,,76.23,,,1
672638723.5,00064M17:01:41.898,0064 16:46:48,11.97,,,,76.23,,,1
672638724,00064M17:01:42.384,0064 16:46:49,10.64,,,,76.23,,,1
672638724.5,00064M17:01:42.871,0064 16:46:49,10.53,,,,76.23,,,1
672638725,00064M17:01:43.357,0064 16:46:50,10.55,,,,76.23,,,1
672638725.5,00064M17:01:43.844,0064 16:46:50,10.58,,,,76.23,,,1
672638726,00064M17:01:44.331,0064 16:46:51,10.61,,,,76.23,,,1
672638726.5,00064M17:01:44.817,0064 16:46:51,11.83,,,,76.23,,,1
672638727,00064M17:01:45.304,0064 16:46:52,10.30,,,,76.23,,,1
672638727.5,00064M17:01:45.791,0064 16:46:52,10.63,,,,76.23,,,1
672638728,00064M17:01:46.277,0064 16:46:53,9.46,,,,76.23,,,1
672638728.5,00064M17:01:46.764,0064 16:46:53,9.86,,,,76.23,,,1
672638729,00064M17:01:47.250,0064 16:46:54,8.61,,,,76.23,,,1
672638729.5,00064M17:01:47.737,0064 16:46:54,8.64,,,,76.23,,,1
672638730,00064M17:01:48.224,0064 16:46:55,8.75,,,,76.23,,,1
672638730.5,00064M17:01:48.710,0064 16:46:55,8.46,,,,76.23,,,1
672638731,00064M17:01:49.197,0064 16:46:56,6.77,,,,71.23,,,1
672638731.5,00064M17:01:49.684,0064 16:46:56,7.94,,,,76.23,,,1
672638732,00064M17:01:50.170,0064 16:46:57,8.24,,,,76.23,,,1
672638732.5,00064M17:01:50.657,0064 16:46:57,7.95,,,,76.23,,,1
672638733,00064M17:01:51.143,0064 16:46:58,8.04,,,,76.23,,,1
672638733.5,00064M17:01:51.630,0064 16:46:58,7.98,,,,76.23,,,1
672638734,00064M17:01:52.117,0064 16:46:59,7.98,,,,76.23,,,1
672638734.5,00064M17:01:52.603,0064 16:46:59,8.78,,,,76.23,,,1
672638735,00064M17:01:53.090,0064 16:47:00,7.53,,,,76.23,,,1
672638735.5,00064M17:01:53.577,0064 16:47:00,9.36,,,,81.23,,,1
672638736,00064M17:01:54.063,0064 16:47:01,9.72,,,,86.23,,,1
672638736.5,00064M17:01:54.550,0064 16:47:01,8.20,,,,76.23,,,1
672638737,00064M17:01:55.036,0064 16:47:02,7.99,,,,76.23,,,1
672638737.5,00064M17:01:55.523,0064 16:47:02,7.56,,,,76.23,,,1
672638738,00064M17:01:56.010,0064 16:47:03,6.38,,,,76.23,,,1
672638738.5,00064M17:01:56.496,0064 16:47:03,6.91,,,,76.23,,,1
672638739,00064M17:01:56.983,0064 16:47:04,8.19,,,,76.23,,,1
672638739.5,00064M17:01:57.470,0064 16:47:04,8.54,,,,76.23,,,1
672638740,00064M17:01:57.956,0064 16:47:05,7.64,,,,76.23,,,1
672638740.5,00064M17:01:58.443,0064 16:47:05,8.01,,,,76.23,,,1
672638741,00064M17:01:58.929,0064 16:47:06,8.50,,,,76.23,,,1
672638741.5,00064M17:01:59.416,0064 16:47:06,8.44,,,,76.23,,,1
672638742,00064M17:01:59.903,0064 16:47:06,7.93,,,,81.23,,,1
672638742.5,00064M17:02:00.389,0064 16:47:07,7.73,,,,76.23,,,1
672638743,00064M17:02:00.876,0064 16:47:07,6.99,,,,76.23,,,1
672638743.5,00064M17:02:01.363,0064 16:47:08,6.26,,,,71.23,,,1
672638744,00064M17:02:01.849,0064 16:47:08,5.40,,,,76.23,,,1
672638744.5,00064M17:02:02.336,0064 16:47:09,6.38,,,,76.23,,,1
672638745,00064M17:02:02.822,0064 16:47:09,6.90,,,,76.23,,,1
672638745.5,00064M17:02:03.309,0064 16:47:10,9.26,,,,76.23,,,1
672638746,00064M17:02:03.796,0064 16:47:10,7.38,,,,76.23,,,1
672638746.5,00064M17:02:04.282,0064 16:47:11,7.52,,,,71.23,,,1
672638747,00064M17:02:04.769,0064 16:47:11,7.35,,,,76.23,,,1
672638747.5,00064M17:02:05.256,0064 16:47:12,8.82,,,,71.23,,,1
672638748,00064M17:02:05.742,0064 16:47:12,8.10,,,,76.23,,,1
672638748.5,00064M17:02:06.229,0064 16:47:13,10.38,,,,76.23,,,1
672638749,00064M17:02:06.715,0064 16:47:13,10.87,,,,76.23,,,1
672638749.5,00064M17:02:07.202,0064 16:47:14,9.96,,,,76.23,,,1
672638750,00064M17:02:07.689,0064 16:47:14,9.24,,,,76.23,,,1
672638750.5,00064M17:02:08.175,0064 16:47:15,8.89,,,,76.23,,,1
672638751,00064M17:02:08.662,0064 16:47:15,9.63,,,,81.23,,,1
672638751.5,00064M17:02:09.149,0064 16:47:16,8.40,,,,76.23,,,1
672638752,00064M17:02:09.635,0064 16:47:16,8.17,,,,76.23,,,1
672638752.5,00064M17:02:10.122,0064 16:47:17,7.60,,,,76.23,,,1
672638753,00064M17:02:10.608,0064 16:47:17,8.33,,,,71.23,,,1
672638753.5,00064M17:02:11.095,0064 16:47:18,9.19,,,,66.23,,,1
672638754,00064M17:02:11.582,0064 16:47:18,7.34,,,,71.23,,,1
672638754.5,00064M17:02:12.068,0064 16:47:19,7.59,,,,71.23,,,1
672638755,00064M17:02:12.555,0064 16:47:19,8.09,,,,71.23,,,1
672638755.5,00064M17:02:13.042,0064 16:47:20,6.77,,,,76.23,,,1
672638756,00064M17:02:13.528,0064 16:47:20,8.62,,,,76.23,,,1
672638756.5,00064M17:02:14.015,0064 16:47:21,7.74,,,,76.23,,,1
672638757,00064M17:02:14.502,0064 16:47:21,7.69,,,,71.23,,,1
672638757.5,00064M17:02:14.988,0064 16:47:22,8.68,,,,71.23,,,1
672638758,00064M17:02:15.475,0064 16:47:22,7.94,,,,71.23,,,1
672638758.5,00064M17:02:15.961,0064 16:47:23,7.43,,,,76.23,,,1
672638759,00064M17:02:16.448,0064 16:47:23,6.78,,,,71.23,,,1
672638759.5,00064M17:02:16.935,0064 16:47:24,7.44,,,,66.23,,,1
672638760,00064M17:02:17.421,0064 16:47:24,6.64,,,,71.23,,,1
672638760.5,00064M17:02:17.908,0064 16:47:24,7.91,,,,71.23,,,1
672638761,00064M17:02:18.395,0064 16:47:25,8.19,,,,71.23,,,1
672638761.5,00064M17:02:18.881,0064 16:47:25,7.61,,,,76.23,,,1
672638762,00064M17:02:19.368,0064 16:47:26,6.79,,,,76.23,,,1
672638762.5,00064M17:02:19.854,0064 16:47:26,7.01,,,,76.23,,,1
672638763,00064M17:02:20.341,0064 16:47:27,7.16,,,,76.23,,,1
672638763.5,00064M17:02:20.828,0064 16:47:27,7.32,,,,76.23,,,1
672638764,00064M17:02:21.314,0064 16:47:28,8.14,,,,76.23,,,1
672638764.5,00064M17:02:21.801,0064 16:47:28,8.86,,,,76.23,,,1
672638765,00064M17:02:22.288,0064 16:47:29,6.65,,,,76.23,,,1
672638765.5,00064M17:02:22.774,0064 16:47:29,6.90,,,,76.23,,,1
